feature,Class,Average of Value,Year
bite,1,0.178053006529808,2014
bite,1,-0.04131947085261345,2015
bite,1,0.3178412616252899,2016
bite,1,0.2455021739006042,2017
bite,1,0.4466412365436554,2018
bite,1,-0.0458797812461853,2019
bite,1,0.1275078356266022,2020
bite,1,-0.07701890915632248,2021
bite,1,0.02417347952723503,2022
bitter,0,0.9746167659759521,2010
bitter,0,-0.4012264013290405,2011
bitter,0,0.2669037878513336,2012
bitter,0,-0.2527556419372559,2013
bitter,0,0.102909654378891,2014
bitter,0,0.5944362878799438,2015
bitter,0,-0.1776537299156189,2016
bitter,0,0.6015431880950928,2017
bitter,0,-0.3809143602848053,2018
bitter,0,0.1109287813305855,2019
bitter,0,-0.6957557797431946,2020
bitter,0,-0.4542539417743683,2021
bitter,0,0.1244126111268997,2022
bitter,1,-0.6723894476890564,2010
bitter,1,0.437778651714325,2011
bitter,1,-0.2910628616809845,2012
bitter,1,0.3131594061851501,2013
bitter,1,-0.1870335638523102,2014
bitter,1,-0.5960522890090942,2015
bitter,1,0.1485242694616318,2016
bitter,1,-0.63316810131073,2017
bitter,1,0.3516646027565002,2018
bitter,1,-0.1739785522222519,2019
bitter,1,0.8833714127540588,2020
bitter,1,0.3593423068523407,2021
bitter,1,-0.118109293282032,2022
blast,0,-0.0174376480281353,2010
blast,0,-0.2580043077468872,2011
blast,0,-0.008103718049824238,2012
blast,0,0.5091994404792786,2013
blast,0,0.0261110682040453,2014
blast,0,0.2801838517189026,2015
blast,0,0.05649250373244286,2016
blast,0,-0.02160802856087685,2017
blast,0,0.03991339728236198,2018
blast,0,-0.2037719786167145,2019
blast,0,0.1257748007774353,2020
blast,0,-0.2875992059707642,2021
blast,0,0.06476567685604095,2022
blast,1,-0.03469349071383476,2010
blast,1,0.2821791768074036,2011
blast,1,-0.03429637476801872,2012
blast,1,-0.4083346724510193,2013
blast,1,-0.07495441287755966,2014
blast,1,-0.3042474985122681,2015
blast,1,-0.0556417815387249,2016
blast,1,0.03310146555304527,2017
blast,1,-0.00664405943825841,2018
blast,1,0.240352675318718,2019
blast,1,-0.1383009254932404,2020
blast,1,0.2435267567634583,2021
blast,1,-0.04192906618118286,2022
bleed,0,-0.2051959186792374,2010
bleed,0,0.08009012788534164,2011
bleed,0,-0.2203676104545593,2012
bleed,0,0.4506390690803528,2013
bleed,0,-0.2369413822889328,2014
bleed,0,-0.4201436638832092,2015
bleed,0,-0.03846621513366699,2016
bleed,0,-0.001243298873305321,2017
bleed,0,-0.7646883726119995,2018
bleed,0,0.061285350471735,2019
bleed,0,-0.2743173539638519,2020
bleed,0,-0.5454244613647461,2021
bleed,0,-0.01729414612054825,2022
bleed,1,0.3418176174163818,2010
bleed,1,-0.3123296201229095,2011
bleed,1,0.2409043163061142,2012
bleed,1,-0.2873270809650421,2013
bleed,1,0.2881688177585602,2014
bleed,1,0.5123704671859741,2015
bleed,1,0.02539323270320892,2016
bleed,1,-0.1063184142112732,2017
bleed,1,0.5644150972366333,2018
bleed,1,-0.07624922692775726,2019
bleed,1,0.1789190322160721,2020
bleed,1,0.5145929455757141,2021
bleed,1,-0.003034699708223343,2022
blood,0,-0.2510065734386444,2010
blood,0,-0.01749465614557266,2011
blood,0,-0.02326599694788456,2012
blood,0,-0.2000146210193634,2013
blood,0,0.1026098877191544,2014
blood,0,-0.1753435432910919,2015
blood,0,-0.09593130648136139,2016
blood,0,-0.07724462449550629,2017
blood,0,-0.08387264609336853,2018
blood,0,-0.189948171377182,2019
blood,0,0.05534709617495537,2020
blood,0,-0.239652007818222,2021
blood,0,0.07155050337314606,2022
blood,1,0.2402368634939194,2010
blood,1,0.08276423811912537,2011
blood,1,0.01042640581727028,2012
blood,1,0.1999498456716537,2013
blood,1,-0.1334508061408997,2014
blood,1,0.2378043681383133,2015
blood,1,0.09378635883331299,2016
blood,1,0.08506999164819717,2017
blood,1,0.1416022330522537,2018
blood,1,0.223585307598114,2019
blood,1,-0.08874709904193878,2020
blood,1,0.1795508712530136,2021
blood,1,-0.07263549417257309,2022
bloodshed,0,-0.0449334941804409,2010
bloodshed,0,-0.3349612355232239,2011
bloodshed,0,0.09364350140094757,2012
bloodshed,0,0.4721667170524597,2013
bloodshed,0,-0.03636036813259125,2014
bloodshed,0,2.865998029708862,2015
bloodshed,0,0.2120724618434906,2016
bloodshed,0,-0.1005566865205765,2017
bloodshed,0,1.266452193260193,2018
bloodshed,0,1.163339972496033,2019
bloodshed,0,1.220340371131897,2020
bloodshed,0,0.1017312183976173,2021
bloodshed,0,0.5276201963424683,2022
bloodshed,1,0.01763598807156086,2010
bloodshed,1,-0.06845580041408539,2011
bloodshed,1,-0.1023289412260056,2012
bloodshed,1,-0.3166326582431793,2013
bloodshed,1,-0.06926029920578003,2014
bloodshed,1,-2.810178756713867,2015
bloodshed,1,-0.3046475946903229,2016
bloodshed,1,0.1614486575126648,2017
bloodshed,1,-1.491952896118164,2018
bloodshed,1,-1.424875855445862,2019
bloodshed,1,-1.030616998672485,2020
bloodshed,1,-0.09617084264755249,2021
bloodshed,1,-0.447234183549881,2022
bloodthirsty,0,1.381191492080688,2010
bloodthirsty,0,0.4174273908138275,2011
bloodthirsty,0,0.3671941459178925,2012
bloodthirsty,0,-0.4840164482593536,2013
bloodthirsty,0,-0.1205377504229546,2014
bloodthirsty,0,1.322604537010193,2015
bloodthirsty,0,0.1664429754018784,2016
bloodthirsty,0,-0.01772110909223557,2017
bloodthirsty,0,-0.06321294605731964,2018
bloodthirsty,0,-0.08320111781358719,2019
bloodthirsty,0,-0.1268774569034576,2020
bloodthirsty,0,0.0249959472566843,2021
bloodthirsty,0,-0.1958558857440948,2022
bloodthirsty,1,-0.9075924158096313,2010
bloodthirsty,1,-0.708163321018219,2011
bloodthirsty,1,-0.3629540801048279,2012
bloodthirsty,1,0.5643650889396667,2013
bloodthirsty,1,0.03798313438892365,2014
bloodthirsty,1,-1.380887389183044,2015
bloodthirsty,1,-0.2223143875598907,2016
bloodthirsty,1,0.03345947712659836,2017
bloodthirsty,1,0.1648866981267929,2018
bloodthirsty,1,0.08205360919237137,2019
bloodthirsty,1,0.06953759491443634,2020
bloodthirsty,1,0.000148979393998161,2021
bloodthirsty,1,0.1797843128442764,2022
bloody,0,0.944536030292511,2010
bloody,0,0.09183711558580399,2011
bloody,0,0.1850571483373642,2012
bloody,0,-0.08936164528131485,2013
bloody,0,0.4475644826889038,2014
bloody,0,0.2691689431667328,2015
bloody,0,0.04881022870540619,2016
bloody,0,-0.2225409597158432,2017
bloody,0,-0.3647989332675934,2018
bloody,0,0.1223091408610344,2019
bloody,0,0.6100761890411377,2020
bloody,0,0.08538100123405457,2021
bloody,0,-0.06565132737159729,2022
bloody,1,-0.6271566152572632,2010
bloody,1,-0.168229952454567,2011
bloody,1,-0.1656192094087601,2012
bloody,1,0.06397830694913864,2013
bloody,1,-0.5796767473220825,2014
bloody,1,-0.2754572629928589,2015
bloody,1,-0.01652344688773155,2016
bloody,1,0.2169640213251114,2017
bloody,1,0.187661275267601,2018
bloody,1,-0.1519144624471664,2019
bloody,1,-0.3908533453941345,2020
bloody,1,-0.0191852543503046,2021
bloody,1,0.08559177815914154,2022
blushing,0,-0.3598496317863464,2010
blushing,0,-0.0193277895450592,2011
blushing,0,-0.1206873282790184,2012
blushing,0,-1.02075457572937,2013
blushing,0,0.07234423607587814,2014
blushing,0,-0.0322587639093399,2015
blushing,0,0.569166898727417,2016
blushing,0,-0.04678218439221382,2017
blushing,0,0.131272554397583,2018
blushing,0,-0.1824177801609039,2019
blushing,0,-0.5490356683731079,2020
blushing,0,-0.1742899417877197,2021
blushing,0,-0.01668349280953407,2022
blushing,1,0.248335525393486,2010
blushing,1,-0.02564540505409241,2011
blushing,1,0.1163210943341255,2012
blushing,1,1.068467140197754,2013
blushing,1,-0.07532977312803268,2014
blushing,1,-0.01722436398267746,2015
blushing,1,-0.6086058020591736,2016
blushing,1,-0.02681533060967922,2017
blushing,1,-0.06084088608622551,2018
blushing,1,0.2230842113494873,2019
blushing,1,0.5853897333145142,2020
blushing,1,0.1398390233516693,2021
blushing,1,0.01248429529368877,2022
bold,0,0.5661588907241821,2010
bold,0,0.1108074933290482,2011
bold,0,-0.09244835376739502,2012
bold,0,0.3925905227661133,2013
bold,0,0.2578110098838806,2014
bold,0,0.2817443311214447,2015
bold,0,0.2374986708164215,2016
bold,0,0.054583590477705,2017
bold,0,-0.3233555555343628,2018
bold,0,-0.8858420848846436,2019
bold,0,0.09761341661214828,2020
bold,0,0.006273707840591669,2021
bold,0,-0.4398500025272369,2022
bold,1,-0.2531751394271851,2010
bold,1,-0.3354349434375763,2011
bold,1,0.08788035809993744,2012
bold,1,-0.359663724899292,2013
bold,1,-0.4095156788825989,2014
bold,1,-0.2929539084434509,2015
bold,1,-0.290844589471817,2016
bold,1,-0.1222182437777519,2017
bold,1,0.3163184523582458,2018
bold,1,0.9706918001174927,2019
bold,1,-0.06743895262479782,2020
bold,1,0.009655929170548916,2021
bold,1,0.3337779939174652,2022
bomb,0,0.4713735580444336,2010
bomb,0,-0.1181865110993385,2011
bomb,0,0.4009409844875336,2012
bomb,0,0.02534812502563,2013
bomb,0,0.03245782107114792,2014
bomb,0,0.1519552618265152,2015
bomb,0,0.07801312208175659,2016
bomb,0,0.02468060702085495,2017
bomb,0,-0.008675828576087952,2018
bomb,0,0.2002097368240356,2019
bomb,0,-0.1146422028541565,2020
bomb,0,-0.3027999997138977,2021
bomb,0,-0.2742269337177277,2022
bomb,1,-0.3065394461154938,2010
bomb,1,0.1032031029462814,2011
bomb,1,-0.38847416639328,2012
bomb,1,-0.0215903427451849,2013
bomb,1,-0.03370353579521179,2014
bomb,1,-0.1381439119577408,2015
bomb,1,-0.09404802322387695,2016
bomb,1,-0.03648114949464798,2017
bomb,1,0.009317412041127682,2018
bomb,1,-0.2429742217063904,2019
bomb,1,0.1101623997092247,2020
bomb,1,0.2598779201507568,2021
bomb,1,0.2330025434494019,2022
bomber,0,0.3556475341320038,2010
bomber,0,0.5629138946533203,2011
bomber,0,0.2136367708444595,2012
bomber,0,0.4902742505073547,2013
bomber,0,0.2684780955314636,2014
bomber,0,0.3317620456218719,2015
bomber,0,0.96433424949646,2016
bomber,0,0.4020557403564453,2017
bomber,0,0.1925738155841827,2018
bomber,0,0.7602993845939636,2019
bomber,0,1.003301024436951,2020
bomber,0,0.7042095065116882,2021
bomber,0,0.3700108230113983,2022
bomber,1,-0.2324551939964294,2010
bomber,1,-0.8695435523986816,2011
bomber,1,-0.2136658877134323,2012
bomber,1,-0.487338662147522,2013
bomber,1,-0.4034609794616699,2014
bomber,1,-0.3308324813842773,2015
bomber,1,-1.12808358669281,2016
bomber,1,-0.4801152646541595,2017
bomber,1,-0.188164547085762,2018
bomber,1,-0.9689110517501831,2019
bomber,1,-0.8695628643035889,2020
bomber,1,-0.5135658979415894,2021
bomber,1,-0.2670641839504242,2022
bossy,0,0.6407756209373474,2010
